Komoditi,Tanggal,Harga,Musim
Bayam,1/1/2013,1500,Hujan
Bayam,8/1/2013,1500,Hujan
Bayam,15/1/2013,1500,Hujan
Bayam,22/1/2013,1500,Hujan
Bayam,29/1/2013,1500,Hujan
Bayam,5/2/2013,1500,Hujan
Bayam,12/2/2013,1500,Hujan
Bayam,19/2/2013,1500,Hujan
Bayam,26/2/2013,1500,Hujan
Bayam,5/3/2013,1500,Hujan
Bayam,12/3/2013,1500,Hujan
Bayam,19/3/2013,1500,Hujan
Bayam,26/3/2013,1500,Hujan
Bayam,2/4/2013,1500,Kemarau
Bayam,9/4/2013,1500,Kemarau
Bayam,16/4/2013,1500,Kemarau
Bayam,23/4/2013,1500,Kemarau
Bayam,30/4/2013,1500,Kemarau
Bayam,7/5/2013,4500,Kemarau
Bayam,14/5/2013,4500,Kemarau
Bayam,21/5/2013,4500,Kemarau
Bayam,28/5/2013,4500,Kemarau
Bayam,4/6/2013,4500,Kemarau
Bayam,11/6/2013,4500,Kemarau
Bayam,18/6/2013,4500,Kemarau
Bayam,25/6/2013,4500,Kemarau
Bayam,2/7/2013,4500,Kemarau
Bayam,9/7/2013,4500,Kemarau
Bayam,16/7/2013,4500,Kemarau
Bayam,23/7/2013,4500,Kemarau
Bayam,30/7/2013,4500,Kemarau
Bayam,6/8/2013,4500,Kemarau
Bayam,13/8/2013,4500,Kemarau
Bayam,20/8/2013,4500,Kemarau
Bayam,27/8/2013,4500,Kemarau
Bayam,3/9/2013,4500,Kemarau
Bayam,10/9/2013,4500,Kemarau
Bayam,17/9/2013,4500,Kemarau
Bayam,24/9/2013,4500,Kemarau
Bayam,1/10/2013,4000,Kemarau
Bayam,8/10/2013,4000,Kemarau
Bayam,15/10/2013,4000,Kemarau
Bayam,22/10/2013,4000,Kemarau
Bayam,29/10/2013,4000,Kemarau
Bayam,5/11/2013,4000,Hujan
Bayam,12/11/2013,4000,Hujan
Bayam,19/11/2013,4000,Hujan
Bayam,26/11/2013,4000,Hujan
Bayam,3/12/2013,4000,Hujan
Bayam,10/12/2013,4000,Hujan
Bayam,17/12/2013,4000,Hujan
Bayam,24/12/2013,4000,Hujan
Bayam,31/12/2013,4000,Hujan
Bayam,7/1/2014,2500,Hujan
Bayam,14/1/2014,2500,Hujan
Bayam,21/1/2014,2500,Hujan
Bayam,28/1/2014,2500,Hujan
Bayam,4/2/2014,2500,Hujan
Bayam,11/2/2014,2500,Hujan
Bayam,18/2/2014,2500,Hujan
Bayam,25/2/2014,2500,Hujan
Bayam,4/3/2014,2500,Kemarau
Bayam,11/3/2014,2500,Kemarau
Bayam,18/3/2014,2500,Kemarau
Bayam,25/3/2014,2500,Kemarau
Bayam,1/4/2014,4500,Kemarau
Bayam,8/4/2014,4500,Kemarau
Bayam,15/4/2014,4500,Kemarau
Bayam,22/4/2014,4500,Kemarau
Bayam,29/4/2014,4500,Kemarau
Bayam,6/5/2014,4500,Kemarau
Bayam,13/5/2014,4500,Kemarau
Bayam,20/5/2014,4500,Kemarau
Bayam,27/5/2014,4500,Kemarau
Bayam,3/6/2014,4500,Kemarau
Bayam,10/6/2014,4500,Kemarau
Bayam,17/6/2014,4500,Kemarau
Bayam,24/6/2014,4500,Kemarau
Bayam,1/7/2014,4500,Kemarau
Bayam,8/7/2014,4500,Kemarau
Bayam,15/7/2014,4500,Kemarau
Bayam,22/7/2014,4500,Kemarau
Bayam,29/7/2014,4500,Kemarau
Bayam,5/8/2014,4500,Hujan
Bayam,12/8/2014,4500,Hujan
Bayam,19/8/2014,4500,Hujan
Bayam,26/8/2014,4500,Hujan
Bayam,2/9/2014,4500,Hujan
Bayam,9/9/2014,4500,Hujan
Bayam,16/9/2014,4500,Hujan
Bayam,23/9/2014,4500,Hujan
Bayam,30/9/2014,4500,Hujan
Bayam,7/10/2014,4500,Hujan
Bayam,14/10/2014,4500,Hujan
Bayam,21/10/2014,4500,Hujan
Bayam,28/10/2014,4500,Hujan
Bayam,4/11/2014,4500,Hujan
Bayam,11/11/2014,4500,Hujan
Bayam,18/11/2014,4500,Hujan
Bayam,25/11/2014,4500,Hujan
Bayam,2/12/2014,3000,Hujan
Bayam,9/12/2014,3000,Hujan
Bayam,16/12/2014,3000,Hujan
Bayam,23/12/2014,3000,Hujan
Bayam,30/12/2014,3000,Hujan
Bayam,6/1/2015,2000,Hujan
Bayam,13/1/2015,2000,Hujan
Bayam,20/1/2015,2000,Hujan
Bayam,27/1/2015,2000,Hujan
Bayam,3/2/2015,2000,Hujan
Bayam,10/2/2015,2000,Hujan
Bayam,17/2/2015,2000,Hujan
Bayam,24/2/2015,2000,Hujan
Bayam,3/3/2015,2000,Hujan
Bayam,10/3/2015,2000,Hujan
Bayam,17/3/2015,2000,Hujan
Bayam,24/3/2015,2000,Hujan
Bayam,31/3/2015,2000,Hujan
Bayam,7/4/2015,2000,Kemarau
Bayam,14/4/2015,2000,Kemarau
Bayam,21/4/2015,2000,Kemarau
Bayam,28/4/2015,2000,Kemarau
Bayam,5/5/2015,2000,Kemarau
Bayam,12/5/2015,2000,Kemarau
Bayam,19/5/2015,2000,Kemarau
Bayam,26/5/2015,2000,Kemarau
Bayam,2/6/2015,4000,Kemarau
Bayam,9/6/2015,4000,Kemarau
Bayam,16/6/2015,4000,Kemarau
Bayam,23/6/2015,4000,Kemarau
Bayam,30/6/2015,4000,Kemarau
Bayam,7/7/2015,4000,Kemarau
Bayam,14/7/2015,4000,Kemarau
Bayam,21/7/2015,4000,Kemarau
Bayam,28/7/2015,4000,Kemarau
Bayam,4/8/2015,3500,Hujan
Bayam,11/8/2015,3500,Hujan
Bayam,18/8/2015,3500,Hujan
Bayam,25/8/2015,3500,Hujan
Bayam,1/9/2015,3500,Hujan
Bayam,8/9/2015,3500,Hujan
Bayam,15/9/2015,3500,Hujan
Bayam,22/9/2015,3500,Hujan
Bayam,29/9/2015,3500,Hujan
Bayam,6/10/2015,3500,Hujan
Bayam,13/10/2015,3500,Hujan
Bayam,20/10/2015,3500,Hujan
Bayam,27/10/2015,3500,Hujan
Bayam,3/11/2015,2500,Kemarau
Bayam,10/11/2015,2500,Kemarau
Bayam,17/11/2015,2500,Kemarau
Bayam,24/11/2015,2500,Kemarau
Bayam,1/12/2015,2500,Kemarau
Bayam,8/12/2015,2500,Kemarau
Bayam,15/12/2015,2500,Kemarau
Bayam,22/12/2015,2500,Kemarau
Bayam,29/12/2015,2500,Kemarau
Bayam,5/1/2016,3500,Kemarau
Bayam,12/1/2016,3500,Kemarau
Bayam,19/1/2016,3500,Kemarau
Bayam,26/1/2016,3500,Kemarau
Bayam,2/2/2016,3500,Kemarau
Bayam,9/2/2016,3500,Kemarau
Bayam,16/2/2016,3500,Kemarau
Bayam,23/2/2016,3500,Kemarau
Bayam,1/3/2016,3500,Kemarau
Bayam,8/3/2016,3500,Kemarau
Bayam,15/3/2016,3500,Kemarau
Bayam,22/3/2016,3500,Kemarau
Bayam,29/3/2016,3500,Kemarau
Bayam,5/4/2016,3500,Kemarau
Bayam,12/4/2016,3500,Kemarau
Bayam,19/4/2016,3500,Kemarau
Bayam,26/4/2016,3500,Kemarau
Bayam,3/5/2016,4000,Kemarau
Bayam,10/5/2016,4000,Kemarau
Bayam,17/5/2016,4000,Kemarau
Bayam,24/5/2016,4000,Kemarau
Bayam,31/5/2016,4000,Kemarau
Bayam,7/6/2016,4000,Hujan
Bayam,14/6/2016,4000,Hujan
Bayam,21/6/2016,4000,Hujan
Bayam,28/6/2016,4000,Hujan
Bayam,5/7/2016,4000,Hujan
Bayam,12/7/2016,4000,Hujan
Bayam,19/7/2016,4000,Hujan
Bayam,26/7/2016,4000,Hujan
Bayam,2/8/2016,3000,Hujan
Bayam,9/8/2016,3000,Hujan
Bayam,16/8/2016,3000,Hujan
Bayam,23/8/2016,3000,Hujan
Bayam,30/8/2016,3000,Hujan
Bayam,6/9/2016,3000,Hujan
Bayam,13/9/2016,3000,Hujan
Bayam,20/9/2016,3000,Hujan
Bayam,27/9/2016,3000,Hujan
Bayam,4/10/2016,2000,Kemarau
Bayam,11/10/2016,2000,Kemarau
Bayam,18/10/2016,2000,Kemarau
Bayam,25/10/2016,2000,Kemarau
Bayam,1/11/2016,2000,Kemarau
Bayam,8/11/2016,2000,Kemarau
Bayam,15/11/2016,2000,Kemarau
Bayam,22/11/2016,2000,Kemarau
Bayam,29/11/2016,2000,Kemarau
Bayam,6/12/2016,2000,Kemarau
Bayam,13/12/2016,2000,Kemarau
Bayam,20/12/2016,2000,Kemarau
Bayam,27/12/2016,2000,Kemarau
Bayam,3/1/2017,9500,Kemarau
Bayam,10/1/2017,9500,Kemarau
Bayam,17/1/2017,9500,Kemarau
Bayam,24/1/2017,9500,Kemarau
Bayam,31/1/2017,9500,Kemarau
Bayam,7/2/2017,9500,Kemarau
Bayam,14/2/2017,9500,Kemarau
Bayam,21/2/2017,9500,Kemarau
Bayam,28/2/2017,9500,Kemarau
Bayam,7/3/2017,9500,Hujan
Bayam,14/3/2017,9500,Hujan
Bayam,21/3/2017,9500,Hujan
Bayam,28/3/2017,9500,Hujan
Bayam,4/4/2017,7000,Hujan
Bayam,11/4/2017,7000,Hujan
Bayam,18/4/2017,7000,Hujan
Bayam,25/4/2017,7000,Hujan
Bayam,2/5/2017,7000,Hujan
Bayam,9/5/2017,7000,Hujan
Bayam,16/5/2017,7000,Hujan
Bayam,23/5/2017,7000,Hujan
Bayam,30/5/2017,7000,Hujan
Bayam,6/6/2017,7000,Hujan
Bayam,13/6/2017,7000,Hujan
Bayam,20/6/2017,7000,Hujan
Bayam,27/6/2017,7000,Hujan
Bayam,4/7/2017,8500,Hujan
Bayam,11/7/2017,8500,Hujan
Bayam,18/7/2017,8500,Hujan
Bayam,25/7/2017,8500,Hujan
Bayam,1/8/2017,8500,Hujan
Bayam,8/8/2017,8500,Hujan
Bayam,15/8/2017,8500,Hujan
Bayam,22/8/2017,8500,Hujan
Bayam,29/8/2017,8500,Hujan
Bayam,5/9/2017,9000,Hujan
Bayam,12/9/2017,9000,Hujan
Bayam,19/9/2017,9000,Hujan
Bayam,26/9/2017,9000,Hujan
Bayam,3/10/2017,7500,Hujan
Bayam,10/10/2017,7500,Hujan
Bayam,17/10/2017,7500,Hujan
Bayam,24/10/2017,7500,Hujan
Bayam,31/10/2017,7500,Hujan
Bayam,7/11/2017,7500,Kemarau
Bayam,14/11/2017,7500,Kemarau
Bayam,21/11/2017,7500,Kemarau
Bayam,28/11/2017,7500,Kemarau
Bayam,5/12/2017,7500,Kemarau
Bayam,12/12/2017,7500,Kemarau
Bayam,19/12/2017,7500,Kemarau
Bayam,26/12/2017,7500,Kemarau
Bayam,2/1/2018,12000,Kemarau
Bayam,9/1/2018,12000,Kemarau
Bayam,16/1/2018,12000,Kemarau
Bayam,23/1/2018,12000,Kemarau
Bayam,30/1/2018,12000,Kemarau
Bayam,6/2/2018,12000,Kemarau
Bayam,13/2/2018,12000,Kemarau
Bayam,20/2/2018,12000,Kemarau
Bayam,27/2/2018,12000,Kemarau
Bayam,6/3/2018,13500,Hujan
Bayam,13/3/2018,13500,Hujan
Bayam,20/3/2018,13500,Hujan
Bayam,27/3/2018,13500,Hujan
Bayam,3/4/2018,13500,Hujan
Bayam,10/4/2018,13500,Hujan
Bayam,17/4/2018,13500,Hujan
Bayam,24/4/2018,13500,Hujan
Bayam,1/5/2018,10000,Hujan
Bayam,8/5/2018,10000,Hujan
Bayam,15/5/2018,10000,Hujan
Bayam,22/5/2018,10000,Hujan
Bayam,29/5/2018,10000,Hujan
Bayam,5/6/2018,10000,Kemarau
Bayam,12/6/2018,10000,Kemarau
Bayam,19/6/2018,10000,Kemarau
Bayam,26/6/2018,10000,Kemarau
Bayam,3/7/2018,11500,Kemarau
Bayam,10/7/2018,11500,Kemarau
Bayam,17/7/2018,11500,Kemarau
Bayam,24/7/2018,11500,Kemarau
Bayam,31/7/2018,11500,Kemarau
Bayam,7/8/2018,12000,Kemarau
Bayam,14/8/2018,12000,Kemarau
Bayam,21/8/2018,12000,Kemarau
Bayam,28/8/2018,12000,Kemarau
Bayam,4/9/2018,12000,Kemarau
Bayam,11/9/2018,12000,Kemarau
Bayam,18/9/2018,12000,Kemarau
Bayam,25/9/2018,12000,Kemarau
Bayam,2/10/2018,12500,Kemarau
Bayam,9/10/2018,12500,Kemarau
Bayam,16/10/2018,12500,Kemarau
Bayam,23/10/2018,12500,Kemarau
Bayam,30/10/2018,12500,Kemarau
Bayam,6/11/2018,10500,Kemarau
Bayam,13/11/2018,10500,Kemarau
Bayam,20/11/2018,10500,Kemarau
Bayam,27/11/2018,10500,Kemarau
Bayam,4/12/2018,10500,Kemarau
Bayam,11/12/2018,10500,Kemarau
Bayam,18/12/2018,10500,Kemarau
Bayam,25/12/2018,10500,Kemarau
Bayam,1/1/2019,11000,Kemarau
Bayam,8/1/2019,11000,Hujan
Bayam,15/1/2019,11000,Hujan
Bayam,22/1/2019,11000,Hujan
Bayam,29/1/2019,11000,Hujan
Bayam,5/2/2019,11000,Hujan
Bayam,12/2/2019,11000,Hujan
Bayam,19/2/2019,11000,Hujan
Bayam,26/2/2019,11000,Hujan
Bayam,5/3/2019,10000,Hujan
Bayam,12/3/2019,10000,Hujan
Bayam,19/3/2019,10000,Hujan
Bayam,26/3/2019,10000,Hujan
Bayam,2/4/2019,10000,Hujan
Bayam,9/4/2019,10000,Hujan
Bayam,16/4/2019,10000,Hujan
Bayam,23/4/2019,10000,Hujan
Bayam,30/4/2019,10000,Hujan
Bayam,7/5/2019,12000,Kemarau
Bayam,14/5/2019,12000,Kemarau
Bayam,21/5/2019,12000,Kemarau
Bayam,28/5/2019,12000,Kemarau
Bayam,4/6/2019,12000,Kemarau
Bayam,11/6/2019,12000,Kemarau
Bayam,18/6/2019,12000,Kemarau
Bayam,25/6/2019,12000,Kemarau
Bayam,2/7/2019,12500,Kemarau
Bayam,9/7/2019,12500,Kemarau
Bayam,16/7/2019,12500,Kemarau
Bayam,23/7/2019,12500,Kemarau
Bayam,30/7/2019,12500,Kemarau
Bayam,6/8/2019,11500,Kemarau
Bayam,13/8/2019,11500,Kemarau
Bayam,20/8/2019,11500,Kemarau
Bayam,27/8/2019,11500,Kemarau
Bayam,3/9/2019,11500,Kemarau
Bayam,10/9/2019,11500,Kemarau
Bayam,17/9/2019,11500,Kemarau
Bayam,24/9/2019,11500,Kemarau
Bayam,1/10/2019,10500,Kemarau
Bayam,8/10/2019,10500,Hujan
Bayam,15/10/2019,10500,Hujan
Bayam,22/10/2019,10500,Hujan
Bayam,29/10/2019,10500,Hujan
Bayam,5/11/2019,12000,Hujan
Bayam,12/11/2019,12000,Hujan
Bayam,19/11/2019,12000,Hujan
Bayam,26/11/2019,12000,Hujan
Bayam,3/12/2019,12000,Hujan
Bayam,10/12/2019,12000,Hujan
Bayam,17/12/2019,12000,Hujan
Bayam,24/12/2019,12000,Hujan
Bayam,31/12/2019,12000,Hujan
Bayam,7/1/2020,13000,Hujan
Bayam,14/1/2020,13000,Hujan
Bayam,21/1/2020,13000,Hujan
Bayam,28/1/2020,13000,Hujan
Bayam,4/2/2020,13000,Hujan
Bayam,11/2/2020,13000,Hujan
Bayam,18/2/2020,13000,Hujan
Bayam,25/2/2020,13000,Hujan
Bayam,3/3/2020,13500,Hujan
Bayam,10/3/2020,13500,Hujan
Bayam,17/3/2020,13500,Hujan
Bayam,24/3/2020,13500,Hujan
Bayam,31/3/2020,13500,Hujan
Bayam,7/4/2020,14000,Hujan
Bayam,14/4/2020,14000,Hujan
Bayam,21/4/2020,14000,Hujan
Bayam,28/4/2020,14000,Hujan
Bayam,5/5/2020,14000,Hujan
Bayam,12/5/2020,14000,Hujan
Bayam,19/5/2020,14000,Hujan
Bayam,26/5/2020,14000,Hujan
Bayam,2/6/2020,14000,Hujan
Bayam,9/6/2020,14000,Kemarau
Bayam,16/6/2020,14000,Kemarau
Bayam,23/6/2020,14000,Kemarau
Bayam,30/6/2020,14000,Kemarau
Bayam,7/7/2020,13500,Kemarau
Bayam,14/7/2020,13500,Kemarau
Bayam,21/7/2020,13500,Kemarau
Bayam,28/7/2020,13500,Kemarau
Bayam,4/8/2020,14500,Kemarau
Bayam,11/8/2020,14500,Kemarau
Bayam,18/8/2020,14500,Kemarau
Bayam,25/8/2020,14500,Kemarau
Bayam,1/9/2020,14500,Kemarau
Bayam,8/9/2020,14500,Kemarau
Bayam,15/9/2020,14500,Kemarau
Bayam,22/9/2020,14500,Kemarau
Bayam,29/9/2020,14500,Kemarau
Bayam,6/10/2020,14000,Hujan
Bayam,13/10/2020,14000,Hujan
Bayam,20/10/2020,14000,Hujan
Bayam,27/10/2020,14000,Hujan
Bayam,3/11/2020,13000,Hujan
Bayam,10/11/2020,13000,Hujan
Bayam,17/11/2020,13000,Hujan
Bayam,24/11/2020,13000,Hujan
Bayam,1/12/2020,13000,Hujan
Bayam,8/12/2020,13000,Hujan
Bayam,15/12/2020,13000,Hujan
Bayam,22/12/2020,13000,Hujan
Bayam,29/12/2020,13000,Hujan
Bayam,1/1/2021,12000,Hujan
Bayam,8/1/2021,12000,Hujan
Bayam,15/1/2021,12000,Hujan
Bayam,22/1/2021,12000,Hujan
Bayam,29/1/2021,12000,Hujan
Bayam,5/2/2021,12000,Hujan
Bayam,12/2/2021,12000,Hujan
Bayam,19/2/2021,12000,Hujan
Bayam,26/2/2021,12000,Hujan
Bayam,5/3/2021,12000,Hujan
Bayam,12/3/2021,12000,Hujan
Bayam,19/3/2021,12000,Hujan
Bayam,26/3/2021,11500,Hujan
Bayam,2/4/2021,11500,Kemarau
Bayam,9/4/2021,11500,Kemarau
Bayam,16/4/2021,11500,Kemarau
Bayam,23/4/2021,11500,Kemarau
Bayam,30/4/2021,11500,Kemarau
Bayam,7/5/2021,10500,Kemarau
Bayam,14/5/2021,10500,Kemarau
Bayam,21/5/2021,10500,Kemarau
Bayam,28/5/2021,10500,Kemarau
Bayam,4/6/2021,10500,Kemarau
Bayam,11/6/2021,10500,Kemarau
Bayam,18/6/2021,10500,Kemarau
Bayam,25/6/2021,10500,Kemarau
Bayam,2/7/2021,10500,Kemarau
Bayam,9/7/2021,10500,Kemarau
Bayam,16/7/2021,10500,Kemarau
Bayam,23/7/2021,10500,Kemarau
Bayam,30/7/2021,11000,Kemarau
Bayam,6/8/2021,11000,Kemarau
Bayam,13/8/2021,11000,Kemarau
Bayam,20/8/2021,11000,Kemarau
Bayam,27/8/2021,11000,Kemarau
Bayam,3/9/2021,11000,Kemarau
Bayam,10/9/2021,11000,Kemarau
Bayam,17/9/2021,11000,Kemarau
Bayam,24/9/2021,11000,Kemarau
Bayam,1/10/2021,13000,Kemarau
Bayam,8/10/2021,13000,Kemarau
Bayam,15/10/2021,13000,Kemarau
Bayam,22/10/2021,13000,Kemarau
Bayam,29/10/2021,13000,Kemarau
Bayam,5/11/2021,13000,Hujan
Bayam,12/11/2021,13000,Hujan
Bayam,19/11/2021,13000,Hujan
Bayam,26/11/2021,13000,Hujan
Bayam,3/12/2021,12500,Hujan
Bayam,10/12/2021,12500,Hujan
Bayam,17/12/2021,12500,Hujan
Bayam,24/12/2021,12500,Hujan
Bayam,31/12/2021,12500,Hujan
Bayam,7/1/2022,12500,Hujan
Bayam,14/1/2022,12500,Hujan
Bayam,21/1/2022,12500,Hujan
Bayam,28/1/2022,12500,Hujan
Bayam,4/2/2022,12000,Hujan
Bayam,11/2/2022,12000,Hujan
Bayam,18/2/2022,12000,Hujan
Bayam,25/2/2022,12000,Hujan
Bayam,4/3/2022,12000,Kemarau
Bayam,11/3/2022,12000,Kemarau
Bayam,18/3/2022,12000,Kemarau
Bayam,25/3/2022,12000,Kemarau
Bayam,1/4/2022,11500,Kemarau
Bayam,8/4/2022,11500,Kemarau
Bayam,15/4/2022,11500,Kemarau
Bayam,22/4/2022,11500,Kemarau
Bayam,29/4/2022,11500,Kemarau
Bayam,6/5/2022,11500,Kemarau
Bayam,13/5/2022,11500,Kemarau
Bayam,20/5/2022,11500,Kemarau
Bayam,27/5/2022,11500,Kemarau
Bayam,3/6/2022,10000,Kemarau
Bayam,10/6/2022,10000,Kemarau
Bayam,17/6/2022,10000,Kemarau
Bayam,24/6/2022,10000,Kemarau
Bayam,1/7/2022,10000,Kemarau
Bayam,8/7/2022,10000,Kemarau
Bayam,15/7/2022,10000,Kemarau
Bayam,22/7/2022,10000,Kemarau
Bayam,29/7/2022,10000,Kemarau
Bayam,5/8/2022,10000,Hujan
Bayam,12/8/2022,10000,Hujan
Bayam,19/8/2022,10000,Hujan
Bayam,26/8/2022,10000,Hujan
Bayam,2/9/2022,10000,Hujan
Bayam,9/9/2022,10000,Hujan
Bayam,16/9/2022,10000,Hujan
Bayam,23/9/2022,10000,Hujan
Bayam,30/9/2022,10000,Hujan
Bayam,7/10/2022,11000,Hujan
Bayam,14/10/2022,11000,Hujan
Bayam,21/10/2022,11000,Hujan
Bayam,28/10/2022,11000,Hujan
Bayam,4/11/2022,11000,Hujan
Bayam,11/11/2022,11000,Hujan
Bayam,18/11/2022,11000,Hujan
Bayam,25/11/2022,11000,Hujan
Bayam,2/12/2022,12000,Hujan
Bayam,9/12/2022,12000,Hujan
Bayam,16/12/2022,12000,Hujan
Bayam,23/12/2022,12000,Hujan
Bayam,30/12/2022,12000,Hujan
Bayam,6/1/2023,12000,Hujan
Bayam,13/1/2023,12000,Hujan
Bayam,20/1/2023,12000,Hujan
Bayam,27/1/2023,12000,Hujan
Bayam,3/2/2023,12500,Hujan
Bayam,10/2/2023,12500,Hujan
Bayam,17/2/2023,12500,Hujan
Bayam,24/2/2023,12500,Hujan
Bayam,3/3/2023,12500,Hujan
Bayam,10/3/2023,12500,Hujan
Bayam,17/3/2023,12500,Hujan
Bayam,24/3/2023,12500,Hujan
Bayam,31/3/2023,12500,Hujan
Bayam,7/4/2023,11500,Kemarau
Bayam,14/4/2023,11500,Kemarau
Bayam,21/4/2023,11500,Kemarau
Bayam,28/4/2023,11500,Kemarau
Bayam,5/5/2023,11500,Kemarau
Bayam,12/5/2023,11500,Kemarau
Bayam,19/5/2023,11500,Kemarau
Bayam,26/5/2023,11500,Kemarau
Bayam,2/6/2023,11500,Kemarau
Bayam,9/6/2023,11500,Kemarau
Bayam,16/6/2023,11500,Kemarau
Bayam,23/6/2023,11500,Kemarau
Bayam,30/6/2023,11500,Kemarau
Bayam,7/7/2023,12000,Kemarau
Bayam,14/7/2023,12000,Kemarau
Bayam,21/7/2023,12000,Kemarau
Bayam,28/7/2023,12000,Kemarau
Kangkung,1/1/2013,1000,Hujan
Kangkung,8/1/2013,1000,Hujan
Kangkung,15/1/2013,1000,Hujan
Kangkung,22/1/2013,1000,Hujan
Kangkung,29/1/2013,1000,Hujan
Kangkung,5/2/2013,1000,Hujan
Kangkung,12/2/2013,1000,Hujan
Kangkung,19/2/2013,1000,Hujan
Kangkung,26/2/2013,1000,Hujan
Kangkung,5/3/2013,2500,Hujan
Kangkung,12/3/2013,2500,Hujan
Kangkung,19/3/2013,2500,Hujan
Kangkung,26/3/2013,2500,Hujan
Kangkung,2/4/2013,2500,Kemarau
Kangkung,9/4/2013,2500,Kemarau
Kangkung,16/4/2013,2500,Kemarau
Kangkung,23/4/2013,2500,Kemarau
Kangkung,30/4/2013,2500,Kemarau
Kangkung,7/5/2013,2500,Kemarau
Kangkung,14/5/2013,2500,Kemarau
Kangkung,21/5/2013,2500,Kemarau
Kangkung,28/5/2013,2500,Kemarau
Kangkung,4/6/2013,2500,Kemarau
Kangkung,11/6/2013,2500,Kemarau
Kangkung,18/6/2013,1500,Kemarau
Kangkung,25/6/2013,1500,Kemarau
Kangkung,2/7/2013,1500,Kemarau
Kangkung,9/7/2013,1500,Kemarau
Kangkung,16/7/2013,1500,Kemarau
Kangkung,23/7/2013,1500,Kemarau
Kangkung,30/7/2013,1500,Kemarau
Kangkung,6/8/2013,1000,Kemarau
Kangkung,13/8/2013,1000,Kemarau
Kangkung,20/8/2013,1000,Kemarau
Kangkung,27/8/2013,1000,Kemarau
Kangkung,3/9/2013,1000,Kemarau
Kangkung,10/9/2013,1000,Kemarau
Kangkung,17/9/2013,1000,Kemarau
Kangkung,24/9/2013,1000,Kemarau
Kangkung,1/10/2013,2000,Kemarau
Kangkung,8/10/2013,2000,Kemarau
Kangkung,15/10/2013,2000,Kemarau
Kangkung,22/10/2013,2000,Kemarau
Kangkung,29/10/2013,2000,Kemarau
Kangkung,5/11/2013,2500,Hujan
Kangkung,12/11/2013,2500,Hujan
Kangkung,19/11/2013,2500,Hujan
Kangkung,26/11/2013,2500,Hujan
Kangkung,3/12/2013,2500,Hujan
Kangkung,10/12/2013,2500,Hujan
Kangkung,17/12/2013,2500,Hujan
Kangkung,24/12/2013,2500,Hujan
Kangkung,31/12/2013,2500,Hujan
Kangkung,7/1/2014,4000,Hujan
Kangkung,14/1/2014,4000,Hujan
Kangkung,21/1/2014,4000,Hujan
Kangkung,28/1/2014,4000,Hujan
Kangkung,4/2/2014,4000,Hujan
Kangkung,11/2/2014,4000,Hujan
Kangkung,18/2/2014,4000,Hujan
Kangkung,25/2/2014,4000,Hujan
Kangkung,4/3/2014,4000,Kemarau
Kangkung,11/3/2014,4000,Kemarau
Kangkung,18/3/2014,4000,Kemarau
Kangkung,25/3/2014,4000,Kemarau
Kangkung,1/4/2014,4000,Kemarau
Kangkung,8/4/2014,4000,Kemarau
Kangkung,15/4/2014,4000,Kemarau
Kangkung,22/4/2014,4000,Kemarau
Kangkung,29/4/2014,4000,Kemarau
Kangkung,6/5/2014,4500,Kemarau
Kangkung,13/5/2014,4500,Kemarau
Kangkung,20/5/2014,4500,Kemarau
Kangkung,27/5/2014,4500,Kemarau
Kangkung,3/6/2014,4500,Kemarau
Kangkung,10/6/2014,4500,Kemarau
Kangkung,17/6/2014,4500,Kemarau
Kangkung,24/6/2014,4500,Kemarau
Kangkung,1/7/2014,4500,Kemarau
Kangkung,8/7/2014,4500,Kemarau
Kangkung,15/7/2014,4500,Kemarau
Kangkung,22/7/2014,4500,Kemarau
Kangkung,29/7/2014,4500,Kemarau
Kangkung,5/8/2014,3000,Hujan
Kangkung,12/8/2014,3000,Hujan
Kangkung,19/8/2014,3000,Hujan
Kangkung,26/8/2014,3000,Hujan
Kangkung,2/9/2014,3000,Hujan
Kangkung,9/9/2014,3000,Hujan
Kangkung,16/9/2014,3000,Hujan
Kangkung,23/9/2014,3000,Hujan
Kangkung,30/9/2014,3000,Hujan
Kangkung,7/10/2014,3000,Hujan
Kangkung,14/10/2014,3000,Hujan
Kangkung,21/10/2014,3000,Hujan
Kangkung,28/10/2014,3000,Hujan
Kangkung,4/11/2014,4000,Hujan
Kangkung,11/11/2014,4000,Hujan
Kangkung,18/11/2014,4000,Hujan
Kangkung,25/11/2014,4000,Hujan
Kangkung,2/12/2014,4000,Hujan
Kangkung,9/12/2014,4000,Hujan
Kangkung,16/12/2014,4000,Hujan
Kangkung,23/12/2014,4000,Hujan
Kangkung,30/12/2014,4000,Hujan
Kangkung,6/1/2015,2500,Hujan
Kangkung,13/1/2015,2500,Hujan
Kangkung,20/1/2015,2500,Hujan
Kangkung,27/1/2015,2500,Hujan
Kangkung,3/2/2015,2500,Hujan
Kangkung,10/2/2015,2500,Hujan
Kangkung,17/2/2015,2500,Hujan
Kangkung,24/2/2015,2500,Hujan
Kangkung,3/3/2015,2500,Hujan
Kangkung,10/3/2015,2500,Hujan
Kangkung,17/3/2015,2500,Hujan
Kangkung,24/3/2015,2500,Hujan
Kangkung,31/3/2015,2500,Hujan
Kangkung,7/4/2015,2000,Kemarau
Kangkung,14/4/2015,2000,Kemarau
Kangkung,21/4/2015,2000,Kemarau
Kangkung,28/4/2015,2000,Kemarau
